topic_id,type,stem,is_active,explanation_eli5,explanation_points_by_option,explanation_l2,options,correct_answer,difficulty,created_at,updated_at
03e3033a-ddfd-4556-bcd6-a987da24db22,single_best_answer,A 59-year-old woman has optimal cytoreductive surgery for stage III high-grade serous epithelial ovarian cancer. She is recovering well post-operatively and is due to start adjuvant systemic treatment. Which medication regimen is most appropriate?,true,The usual chemotherapy backbone for advanced epithelial ovarian cancer is carboplatin plus paclitaxel.,"{""A"": """", ""B"": ""For advanced epithelial ovarian cancer, standard first-line adjuvant chemotherapy is a platinum agent, commonly carboplatin, combined with paclitaxel. Anastrozole and tamoxifen are endocrine therapies used in selected hormone-sensitive cancers and are not standard first-line adjuvant treatment for high-grade serous ovarian cancer. Cisplatin and bleomycin are more relevant to some germ cell tumour regimens. Methotrexate with folinic acid is used in gestational trophoblastic disease and some other settings, not typical epithelial ovarian cancer."", ""C"": """", ""D"": """", ""E"": """"}","Correct answer: B - Carboplatin and paclitaxel

For advanced epithelial ovarian cancer, standard first-line adjuvant chemotherapy is a platinum agent, commonly carboplatin, combined with paclitaxel. Anastrozole and tamoxifen are endocrine therapies used in selected hormone-sensitive cancers and are not standard first-line adjuvant treatment for high-grade serous ovarian cancer. Cisplatin and bleomycin are more relevant to some germ cell tumour regimens. Methotrexate with folinic acid is used in gestational trophoblastic disease and some other settings, not typical epithelial ovarian cancer.

Clinical context: In UK oncology practice, women with advanced epithelial ovarian cancer are managed by a gynaecological oncology multidisciplinary team with surgery and platinum-based chemotherapy, with additional targeted or maintenance treatments considered according to tumour and patient factors.

Guideline anchor: NICE ovarian cancer guidance and standard UK oncology practice

Exam tip: High-grade epithelial ovarian cancer: think debulking surgery plus carboplatin-paclitaxel.","[{""label"": ""A"", ""text"": ""Anastrozole monotherapy""}, {""label"": ""B"", ""text"": ""Carboplatin and paclitaxel""}, {""label"": ""C"", ""text"": ""Cisplatin and bleomycin""}, {""label"": ""D"", ""text"": ""Methotrexate and folinic acid""}, {""label"": ""E"", ""text"": ""Tamoxifen monotherapy""}]",B,medium,2026-05-11T19:39:12.073735+00:00,2026-05-11T19:39:12.073735+00:00
cc72ab3f-8bd0-4c2d-9bc0-bf1574087b85,single_best_answer,"A 68-year-old man started ramipril 6 weeks ago for hypertension. Since then he has developed a persistent dry cough. He has no fever, breathlessness, wheeze or weight loss. Chest examination is normal. What is the most appropriate next step in management?",true,Ramipril can cause a dry cough. The usual fix is to stop it and use a similar blood pressure medicine that does not commonly cause cough.,"{""A"": """", ""B"": """", ""C"": """", ""D"": ""A persistent dry cough starting after initiation of an ACE inhibitor is a classic adverse effect. The appropriate management is to stop ramipril and use another antihypertensive, commonly an angiotensin II receptor blocker if renin-angiotensin system blockade remains suitable. Inhaled steroids are not indicated without asthma or eosinophilic airway disease. CT chest is unnecessary without red flags or abnormal examination. Continuing ramipril is likely to perpetuate the adverse effect. Antibiotics are not indicated in the absence of infection."", ""E"": """"}","Correct answer: D - Stop ramipril and start an angiotensin II receptor blocker

A persistent dry cough starting after initiation of an ACE inhibitor is a classic adverse effect. The appropriate management is to stop ramipril and use another antihypertensive, commonly an angiotensin II receptor blocker if renin-angiotensin system blockade remains suitable. Inhaled steroids are not indicated without asthma or eosinophilic airway disease. CT chest is unnecessary without red flags or abnormal examination. Continuing ramipril is likely to perpetuate the adverse effect. Antibiotics are not indicated in the absence of infection.

Clinical context: ACE inhibitor cough is common in primary care and outpatient medicine. ARBs are generally much less likely to cause cough.

Guideline anchor: BNF and NICE hypertension guidance principles

Exam tip: Dry cough after starting an ACE inhibitor: switch to an ARB.","[{""label"": ""A"", ""text"": ""Add inhaled beclometasone""}, {""label"": ""B"", ""text"": ""Arrange urgent CT chest""}, {""label"": ""C"", ""text"": ""Continue ramipril and review in 6 months""}, {""label"": ""D"", ""text"": ""Stop ramipril and start an angiotensin II receptor blocker""}, {""label"": ""E"", ""text"": ""Treat with a 5-day course of amoxicillin""}]",D,easy,2026-05-11T19:39:12.073747+00:00,2026-05-11T19:39:12.073747+00:00
3cfbd0f4-f0a2-4096-bf23-34f824c20923,single_best_answer,"A 4-year-old boy is referred for faltering growth. He has dropped from the 50th to below the 2nd weight centile over 8 months. His parents report bulky pale stools, abdominal bloating and tiredness. Blood tests show Hb 98 g/L (110-140) and MCV 68 fL (75-87). Which investigation is most appropriate to identify the likely underlying cause?",true,This child is not absorbing food properly. Coeliac disease is a common cause and is screened for with a blood antibody test plus a check of total IgA.,"{""A"": """", ""B"": ""Faltering growth with abdominal bloating, bulky pale stools and microcytic anaemia suggests malabsorption due to coeliac disease. The appropriate initial investigation is IgA tissue transglutaminase antibody with total IgA, as IgA deficiency can cause false-negative IgA-based tests. Faecal calprotectin is more useful for inflammatory bowel disease. IGF-1 may be used in suspected growth hormone deficiency but does not fit the gastrointestinal symptoms. Stool culture is for suspected infection. Sweat chloride tests cystic fibrosis, which can cause malabsorption, but the iron deficiency, bloating and classic coeliac symptoms make coeliac serology the best first investigation."", ""C"": """", ""D"": """", ""E"": """"}","Correct answer: B - Serum IgA tissue transglutaminase antibody with total IgA

Faltering growth with abdominal bloating, bulky pale stools and microcytic anaemia suggests malabsorption due to coeliac disease. The appropriate initial investigation is IgA tissue transglutaminase antibody with total IgA, as IgA deficiency can cause false-negative IgA-based tests. Faecal calprotectin is more useful for inflammatory bowel disease. IGF-1 may be used in suspected growth hormone deficiency but does not fit the gastrointestinal symptoms. Stool culture is for suspected infection. Sweat chloride tests cystic fibrosis, which can cause malabsorption, but the iron deficiency, bloating and classic coeliac symptoms make coeliac serology the best first investigation.

Clinical context: Children with faltering growth require careful growth assessment, dietary history and targeted investigation for common treatable causes such as coeliac disease.

Guideline anchor: NICE coeliac disease guidance and NICE faltering growth principles

Exam tip: Faltering growth plus bloating, pale stools and iron deficiency: test for coeliac disease.","[{""label"": ""A"", ""text"": ""Faecal calprotectin""}, {""label"": ""B"", ""text"": ""Serum IgA tissue transglutaminase antibody with total IgA""}, {""label"": ""C"", ""text"": ""Serum insulin-like growth factor 1""}, {""label"": ""D"", ""text"": ""Stool culture for bacterial pathogens""}, {""label"": ""E"", ""text"": ""Sweat chloride test""}]",B,medium,2026-05-11T19:39:12.073759+00:00,2026-05-11T19:39:12.073759+00:00
393bf109-4fa6-4803-a378-324173aa9138,single_best_answer,"A 24-year-old runner collapses near the finish of a half-marathon on a hot day. He is confused and agitated. Rectal temperature is 41.3°C, heart rate 142/min and blood pressure 102/58 mmHg. His skin is hot. Paramedics have started high-flow oxygen and intravenous access. What is the most appropriate immediate management?",true,"This is dangerous overheating, not ordinary fever. The body must be cooled quickly while the airway, breathing and circulation are supported.","{""A"": """", ""B"": """", ""C"": """", ""D"": ""This is exertional heat stroke: core temperature above 40°C with central nervous system dysfunction after exertion in heat. Immediate rapid active cooling is the priority; cold-water immersion is highly effective if it can be done safely while monitoring ABCs. Dantrolene is used for malignant hyperthermia, not exertional heat stroke. CT head may be needed later if another cause is suspected, but cooling must not be delayed. Paracetamol treats fever due to hypothalamic set-point change and is ineffective in heat stroke. Waiting for blood results is unsafe."", ""E"": """"}","Correct answer: D - Start immediate active cooling with cold-water immersion if feasible

This is exertional heat stroke: core temperature above 40°C with central nervous system dysfunction after exertion in heat. Immediate rapid active cooling is the priority; cold-water immersion is highly effective if it can be done safely while monitoring ABCs. Dantrolene is used for malignant hyperthermia, not exertional heat stroke. CT head may be needed later if another cause is suspected, but cooling must not be delayed. Paracetamol treats fever due to hypothalamic set-point change and is ineffective in heat stroke. Waiting for blood results is unsafe.

Clinical context: Heat stroke is time-critical. In UK emergency care, resuscitation and rapid cooling are started immediately, with monitoring for complications such as rhabdomyolysis, acute kidney injury, coagulopathy and electrolyte disturbance.

Guideline anchor: Resus Council UK principles and standard UK emergency medicine practice

Exam tip: Heat stroke equals hot, confused and very high core temperature: cool first, do not rely on paracetamol.","[{""label"": ""A"", ""text"": ""Administer intravenous dantrolene""}, {""label"": ""B"", ""text"": ""Arrange urgent CT head before cooling""}, {""label"": ""C"", ""text"": ""Give intravenous paracetamol""}, {""label"": ""D"", ""text"": ""Start immediate active cooling with cold-water immersion if feasible""}, {""label"": ""E"", ""text"": ""Wait for blood results before starting treatment""}]",D,hard,2026-05-11T19:39:12.073772+00:00,2026-05-11T19:39:12.073772+00:00
a3de9a48-94d8-4da6-b83b-a51fd43c30c5,single_best_answer,"A 23-year-old woman attends with light post-coital bleeding for 2 months. She takes the combined oral contraceptive pill. Cervical screening is up to date and normal. Pregnancy test is negative. Speculum examination shows a red, velvety area around the external os that bleeds slightly on contact. There is no cervical mass or ulceration. What is the most likely diagnosis?",true,Cervical ectropion is a harmless area of delicate glandular cells on the outside of the cervix. These cells can look red and bleed when touched.,"{""A"": ""Cervical ectropion occurs when columnar epithelium is visible on the ectocervix, producing a red, velvety appearance and contact bleeding. It is common in younger women and with combined hormonal contraception. Cervical intraepithelial neoplasia cannot be diagnosed by appearance alone and would be more concerning with abnormal screening or suspicious lesions. Chlamydial cervicitis can cause contact bleeding but usually has mucopurulent discharge or cervicitis; STI testing may still be appropriate. An endometrial polyp causes intermenstrual bleeding and is not seen as a red area around the os. Lichen sclerosus affects the vulva, not the cervix."", ""B"": """", ""C"": """", ""D"": """", ""E"": """"}","Correct answer: A - Cervical ectropion

Cervical ectropion occurs when columnar epithelium is visible on the ectocervix, producing a red, velvety appearance and contact bleeding. It is common in younger women and with combined hormonal contraception. Cervical intraepithelial neoplasia cannot be diagnosed by appearance alone and would be more concerning with abnormal screening or suspicious lesions. Chlamydial cervicitis can cause contact bleeding but usually has mucopurulent discharge or cervicitis; STI testing may still be appropriate. An endometrial polyp causes intermenstrual bleeding and is not seen as a red area around the os. Lichen sclerosus affects the vulva, not the cervix.

Clinical context: Post-coital bleeding should be assessed with pregnancy testing, STI consideration and speculum examination. Benign ectropion can be managed conservatively if symptoms are mild and other causes are excluded.

Guideline anchor: NICE clinical knowledge summaries and standard UK gynaecology practice

Exam tip: Red velvety tissue around the cervical os in a young woman on the pill suggests ectropion.","[{""label"": ""A"", ""text"": ""Cervical ectropion""}, {""label"": ""B"", ""text"": ""Cervical intraepithelial neoplasia""}, {""label"": ""C"", ""text"": ""Chlamydial cervicitis""}, {""label"": ""D"", ""text"": ""Endometrial polyp""}, {""label"": ""E"", ""text"": ""Vulval lichen sclerosus""}]",A,medium,2026-05-11T19:39:12.073784+00:00,2026-05-11T19:39:12.073784+00:00
38a9ca74-e509-497b-86c0-26c3713263d6,single_best_answer,"A 28-year-old man is admitted with 8 days of fever, headache, dry cough and abdominal discomfort after returning from visiting relatives in Pakistan. Temperature is 39.4°C and heart rate is 96/min. He has a faint blanching macular rash on his trunk. Blood cultures later grow Salmonella enterica serovar Typhi; sensitivities are pending. He is unable to maintain oral intake. Which antibiotic is the most appropriate empirical treatment?",true,Typhoid from South Asia is often resistant to older oral options such as ciprofloxacin. A sick patient who cannot take tablets is usually treated initially with IV ceftriaxone.,"{""A"": """", ""B"": ""Typhoid fever is suggested by prolonged fever after travel to Pakistan, relative bradycardia, abdominal symptoms and rose spots, confirmed by blood culture. In a hospitalised patient unable to take oral treatment, intravenous ceftriaxone is an appropriate empirical choice while sensitivities are awaited. Ciprofloxacin should not be used empirically for South Asia-acquired typhoid because resistance and reduced susceptibility are common; it may be used only if susceptibility is confirmed. Oral azithromycin can be used in some uncomplicated cases but is less suitable here because he cannot maintain oral intake. Co-amoxiclav and doxycycline are not standard empirical treatments for typhoid."", ""C"": """", ""D"": """", ""E"": """"}","Correct answer: B - Ceftriaxone intravenously

Typhoid fever is suggested by prolonged fever after travel to Pakistan, relative bradycardia, abdominal symptoms and rose spots, confirmed by blood culture. In a hospitalised patient unable to take oral treatment, intravenous ceftriaxone is an appropriate empirical choice while sensitivities are awaited. Ciprofloxacin should not be used empirically for South Asia-acquired typhoid because resistance and reduced susceptibility are common; it may be used only if susceptibility is confirmed. Oral azithromycin can be used in some uncomplicated cases but is less suitable here because he cannot maintain oral intake. Co-amoxiclav and doxycycline are not standard empirical treatments for typhoid.

Clinical context: Imported enteric fever in the UK should involve microbiology or infectious diseases advice, public health notification and antibiotic selection guided by travel region and susceptibility results.

Guideline anchor: BNF, UKHSA principles and standard UK infectious diseases practice

Exam tip: Typhoid after travel to South Asia: avoid empirical ciprofloxacin unless sensitivities support it.","[{""label"": ""A"", ""text"": ""Azithromycin orally""}, {""label"": ""B"", ""text"": ""Ceftriaxone intravenously""}, {""label"": ""C"", ""text"": ""Ciprofloxacin orally""}, {""label"": ""D"", ""text"": ""Co-amoxiclav intravenously""}, {""label"": ""E"", ""text"": ""Doxycycline orally""}]",B,hard,2026-05-11T19:39:12.073796+00:00,2026-05-11T19:39:12.073796+00:00
cd35eb07-430e-4fc2-803b-c9023996a172,single_best_answer,"A 51-year-old man with alcohol dependence is brought to the emergency department by ambulance. He is confused, unsteady when trying to stand and has horizontal nystagmus. He has eaten very little for several days. Capillary glucose is 5.2 mmol/L. What is the most appropriate immediate action?",true,"This patient’s brain may be short of thiamine. It is an emergency, and thiamine must be given into a vein straight away.","{""A"": """", ""B"": ""Confusion, ataxia and nystagmus in a malnourished patient with alcohol dependence is Wernicke’s encephalopathy until proven otherwise. Immediate high-dose parenteral thiamine is required to prevent irreversible Korsakoff syndrome or death. Oral thiamine is inadequate for acute suspected Wernicke’s. MRI can support the diagnosis but must not delay treatment. Chlordiazepoxide may be needed for alcohol withdrawal but does not treat Wernicke’s and should not be the first action here. Outpatient follow-up is unsafe."", ""C"": """", ""D"": """", ""E"": """"}","Correct answer: B - Give high-dose parenteral thiamine immediately

Confusion, ataxia and nystagmus in a malnourished patient with alcohol dependence is Wernicke’s encephalopathy until proven otherwise. Immediate high-dose parenteral thiamine is required to prevent irreversible Korsakoff syndrome or death. Oral thiamine is inadequate for acute suspected Wernicke’s. MRI can support the diagnosis but must not delay treatment. Chlordiazepoxide may be needed for alcohol withdrawal but does not treat Wernicke’s and should not be the first action here. Outpatient follow-up is unsafe.

Clinical context: In UK emergency care, suspected Wernicke’s encephalopathy is treated immediately with intravenous high-potency thiamine preparations and admission for monitoring and nutritional support.

Guideline anchor: BNF and NICE alcohol-use disorders guidance principles

Exam tip: Alcohol dependence plus confusion, ataxia or eye signs: give parenteral thiamine now.","[{""label"": ""A"", ""text"": ""Arrange outpatient alcohol liaison follow-up""}, {""label"": ""B"", ""text"": ""Give high-dose parenteral thiamine immediately""}, {""label"": ""C"", ""text"": ""Give oral thiamine and discharge if observations remain normal""}, {""label"": ""D"", ""text"": ""Request MRI brain before starting treatment""}, {""label"": ""E"", ""text"": ""Start chlordiazepoxide and review after 24 hours""}]",B,medium,2026-05-11T19:39:12.073808+00:00,2026-05-11T19:39:12.073808+00:00
f71e15f1-79b5-4dd9-9f19-85c67bd5ba68,single_best_answer,"A 7-year-old child is seen in general practice with fever, cough, coryza and conjunctivitis. A widespread maculopapular rash started on the face yesterday and has spread to the trunk. Small white spots are visible on the buccal mucosa. The child is unimmunised. What is the most appropriate management?",true,"This looks like measles. Because measles spreads easily and can be serious, the child should be kept away from others and public health teams must be informed.","{""A"": """", ""B"": """", ""C"": """", ""D"": """", ""E"": ""Fever with cough, coryza, conjunctivitis, Koplik spots and a cephalocaudal maculopapular rash in an unimmunised child is highly suggestive of measles. Measles is notifiable; the child should be isolated and the local health protection team notified. Aciclovir is for varicella or herpes infections in selected cases, not measles. Amoxicillin is not indicated for an uncomplicated viral exanthem. Infection control remains important after rash onset because measles is highly contagious. The child should not attend school during the infectious period.""}","Correct answer: E - Suspect measles, isolate the child and notify the local health protection team

Fever with cough, coryza, conjunctivitis, Koplik spots and a cephalocaudal maculopapular rash in an unimmunised child is highly suggestive of measles. Measles is notifiable; the child should be isolated and the local health protection team notified. Aciclovir is for varicella or herpes infections in selected cases, not measles. Amoxicillin is not indicated for an uncomplicated viral exanthem. Infection control remains important after rash onset because measles is highly contagious. The child should not attend school during the infectious period.

Clinical context: Suspected measles in UK primary care requires prompt infection control measures, notification and advice about exclusion, vaccination status of contacts and protection of vulnerable contacts.

Guideline anchor: UKHSA measles guidance and notifiable disease regulations

Exam tip: Koplik spots plus cough, coryza, conjunctivitis and rash: think measles and notify.","[{""label"": ""A"", ""text"": ""Prescribe oral aciclovir and advise school exclusion for 48 hours""}, {""label"": ""B"", ""text"": ""Prescribe oral amoxicillin and review if the rash persists""}, {""label"": ""C"", ""text"": ""Reassure that no infection control action is required once the rash appears""}, {""label"": ""D"", ""text"": ""Send the child to school if afebrile and arrange routine blood tests""}, {""label"": ""E"", ""text"": ""Suspect measles, isolate the child and notify the local health protection team""}]",E,medium,2026-05-11T19:39:12.073822+00:00,2026-05-11T19:39:12.073822+00:00
a2ee863c-1d25-47a6-a9ce-e9ec9aaf5636,single_best_answer,"A 52-year-old man is admitted with 2 weeks of jaundice, anorexia and right upper quadrant discomfort. He drinks around 80 units of alcohol per week. He is febrile at 38.1°C and has a tender enlarged liver, but no guarding. Blood tests show: bilirubin 168 micromol/L (0-21), ALT 72 U/L (0-40), AST 186 U/L (0-40), ALP 170 U/L (30-130), albumin 29 g/L (35-50), INR 1.6 (0.8-1.2), neutrophils 13.2 x 10^9/L (2.0-7.5). Abdominal ultrasound shows a fatty enlarged liver and no biliary dilatation. What is the most likely diagnosis?",true,"Alcoholic hepatitis often causes jaundice, fever and a sore enlarged liver. The AST is usually higher than the ALT, but neither is usually in the thousands.","{""A"": ""The combination of heavy alcohol intake, recent jaundice, fever, tender hepatomegaly, neutrophilia and AST greater than ALT with transaminases usually below the very high levels seen in viral or ischaemic hepatitis is most consistent with acute alcoholic hepatitis. Ascending cholangitis would usually have biliary obstruction or duct dilatation and more marked cholestatic features. Acute viral hepatitis often causes much higher ALT and AST, commonly with ALT predominance. Autoimmune hepatitis is possible in jaundice but is less likely with this alcohol history and typical AST:ALT pattern. Gilbert syndrome causes isolated mild unconjugated hyperbilirubinaemia without systemic illness or abnormal INR."", ""B"": """", ""C"": """", ""D"": """", ""E"": """"}","Correct answer: A - Acute alcoholic hepatitis

The combination of heavy alcohol intake, recent jaundice, fever, tender hepatomegaly, neutrophilia and AST greater than ALT with transaminases usually below the very high levels seen in viral or ischaemic hepatitis is most consistent with acute alcoholic hepatitis. Ascending cholangitis would usually have biliary obstruction or duct dilatation and more marked cholestatic features. Acute viral hepatitis often causes much higher ALT and AST, commonly with ALT predominance. Autoimmune hepatitis is possible in jaundice but is less likely with this alcohol history and typical AST:ALT pattern. Gilbert syndrome causes isolated mild unconjugated hyperbilirubinaemia without systemic illness or abnormal INR.

Clinical context: In UK acute medical and gastroenterology practice, alcoholic hepatitis is a clinical diagnosis supported by liver tests and imaging to exclude biliary obstruction or other causes.

Guideline anchor: NICE and standard UK hepatology practice

Exam tip: In alcoholic hepatitis, think jaundice plus systemic inflammation plus AST:ALT ratio greater than 2 in a heavy drinker.","[{""label"": ""A"", ""text"": ""Acute alcoholic hepatitis""}, {""label"": ""B"", ""text"": ""Acute viral hepatitis A""}, {""label"": ""C"", ""text"": ""Ascending cholangitis""}, {""label"": ""D"", ""text"": ""Autoimmune hepatitis""}, {""label"": ""E"", ""text"": ""Gilbert syndrome""}]",A,hard,2026-05-11T19:39:12.073835+00:00,2026-05-11T19:39:12.073835+00:00
0e826ac9-ff7e-4c8b-832e-7572f5edd128,single_best_answer,A 68-year-old woman has a pancreatic protocol CT for weight loss and epigastric pain. It shows a 4 cm pancreatic tail mass with multiple liver lesions suspicious for metastases. The hepatobiliary MDT is considering palliative chemotherapy and requests tissue confirmation. Which investigation is most appropriate to confirm the diagnosis?,true,"If pancreatic cancer has already spread and chemotherapy is planned, doctors usually need a tissue sample. A liver deposit is often the easiest and safest place to biopsy.","{""A"": """", ""B"": """", ""C"": ""A core biopsy of an accessible liver metastasis can provide histological confirmation and confirms metastatic disease, which is important before palliative chemotherapy. CA19-9 may support monitoring but is not diagnostic and can be elevated in benign biliary disease. ERCP brush cytology is mainly used when sampling a biliary stricture or relieving obstruction, which is not the issue in a pancreatic tail lesion. PET-CT may provide staging information in selected cases but does not provide tissue diagnosis. Repeating CT would delay diagnosis without adding histology."", ""D"": """", ""E"": """"}","Correct answer: C - Image-guided core biopsy of a liver lesion

A core biopsy of an accessible liver metastasis can provide histological confirmation and confirms metastatic disease, which is important before palliative chemotherapy. CA19-9 may support monitoring but is not diagnostic and can be elevated in benign biliary disease. ERCP brush cytology is mainly used when sampling a biliary stricture or relieving obstruction, which is not the issue in a pancreatic tail lesion. PET-CT may provide staging information in selected cases but does not provide tissue diagnosis. Repeating CT would delay diagnosis without adding histology.

Clinical context: UK pancreatic cancer pathways use pancreatic protocol CT for staging, with tissue confirmation required before non-surgical oncological treatment where feasible.

Guideline anchor: NICE pancreatic cancer guidance and standard UK hepatopancreatobiliary MDT practice

Exam tip: Tumour markers do not replace histology when chemotherapy is being planned for metastatic pancreatic cancer.","[{""label"": ""A"", ""text"": ""Serum CA19-9 measurement""}, {""label"": ""B"", ""text"": ""Endoscopic retrograde cholangiopancreatography with brush cytology""}, {""label"": ""C"", ""text"": ""Image-guided core biopsy of a liver lesion""}, {""label"": ""D"", ""text"": ""PET-CT scan""}, {""label"": ""E"", ""text"": ""Repeat pancreatic protocol CT in 6 weeks""}]",C,hard,2026-05-11T19:39:12.073849+00:00,2026-05-11T19:39:12.073849+00:00
788f8cb0-155a-4c2a-becd-2881aac591c0,single_best_answer,"A 45-year-old woman presents with renal colic. CT KUB shows a 7 mm stone in the distal left ureter with mild hydronephrosis. She is afebrile, her pain is controlled with analgesia and her creatinine is normal. Urinalysis shows blood but no nitrites or leucocytes. Which medication is most appropriate to prescribe to aid stone passage?",true,Tamsulosin relaxes smooth muscle in the ureter and can help a lower ureter stone pass.,"{""A"": """", ""B"": """", ""C"": """", ""D"": ""Tamsulosin is an alpha-blocker used as medical expulsive therapy and may aid passage of distal ureteric stones in adults. Bendroflumethiazide may reduce recurrence in selected patients with hypercalciuria but does not help acute passage. Ciprofloxacin is not indicated without evidence of infection. Potassium citrate can be used for selected uric acid stones or recurrence prevention, not acute distal ureteric stone passage. Tranexamic acid is not used for ureteric colic and could worsen clot obstruction if haematuria were significant."", ""E"": """"}","Correct answer: D - Tamsulosin

Tamsulosin is an alpha-blocker used as medical expulsive therapy and may aid passage of distal ureteric stones in adults. Bendroflumethiazide may reduce recurrence in selected patients with hypercalciuria but does not help acute passage. Ciprofloxacin is not indicated without evidence of infection. Potassium citrate can be used for selected uric acid stones or recurrence prevention, not acute distal ureteric stone passage. Tranexamic acid is not used for ureteric colic and could worsen clot obstruction if haematuria were significant.

Clinical context: In UK emergency and urology practice, stable patients with small distal ureteric stones may be managed conservatively with analgesia, safety-netting and consideration of an alpha-blocker.

Guideline anchor: NICE renal and ureteric stones guidance; BNF prescribing principles

Exam tip: For a stable adult with a distal ureteric stone less than 10 mm, consider an alpha-blocker.","[{""label"": ""A"", ""text"": ""Bendroflumethiazide""}, {""label"": ""B"", ""text"": ""Ciprofloxacin""}, {""label"": ""C"", ""text"": ""Potassium citrate""}, {""label"": ""D"", ""text"": ""Tamsulosin""}, {""label"": ""E"", ""text"": ""Tranexamic acid""}]",D,hard,2026-05-11T19:39:12.073862+00:00,2026-05-11T19:39:12.073862+00:00
ad04526b-d165-4ec3-963a-d7955f87ad0e,single_best_answer,A 61-year-old man is diagnosed with essential thrombocythaemia after investigation of a persistently raised platelet count. His employer contacts the haematology clinic asking whether he is safe to continue operating machinery at work. The patient has not given permission for information to be shared. What is the most appropriate response?,true,"An employer cannot be given a patient's diagnosis or blood results unless the patient agrees, except in rare situations where others are at serious risk.","{""A"": """", ""B"": """", ""C"": ""Medical information must not be disclosed to an employer without the patient's explicit consent, unless there is an overriding public interest or legal requirement. Essential thrombocythaemia can increase thrombotic risk but does not by itself justify breaching confidentiality to an employer. Confirming the diagnosis, disclosing a platelet count or sending clinic letters would all reveal confidential information. The appropriate response is to decline disclosure and seek the patient's consent if occupational information is required."", ""D"": """", ""E"": """"}","Correct answer: C - Explain that information cannot be shared without the patient's consent

Medical information must not be disclosed to an employer without the patient's explicit consent, unless there is an overriding public interest or legal requirement. Essential thrombocythaemia can increase thrombotic risk but does not by itself justify breaching confidentiality to an employer. Confirming the diagnosis, disclosing a platelet count or sending clinic letters would all reveal confidential information. The appropriate response is to decline disclosure and seek the patient's consent if occupational information is required.

Clinical context: Clinicians in UK haematology clinics commonly receive third-party requests, but confidentiality remains central unless a clear legal or public interest exception applies.

Guideline anchor: GMC confidentiality guidance

Exam tip: For employer requests, the default is no disclosure without the patient's consent.","[{""label"": ""A"", ""text"": ""Confirm the diagnosis but give no further details""}, {""label"": ""B"", ""text"": ""Disclose the diagnosis because thrombosis could endanger colleagues""}, {""label"": ""C"", ""text"": ""Explain that information cannot be shared without the patient's consent""}, {""label"": ""D"", ""text"": ""Send the employer a copy of the clinic letter""}, {""label"": ""E"", ""text"": ""Tell the employer only the platelet count""}]",C,medium,2026-05-11T19:39:12.073873+00:00,2026-05-11T19:39:12.073873+00:00
3b46a3c7-7254-4e10-ba51-5f47f45361a0,single_best_answer,A 59-year-old man is admitted with acute pancreatitis. On day 4 he remains tachycardic and febrile with worsening oxygen requirement. His CRP is 286 mg/L (<5) and he has persistent severe abdominal pain despite treatment. Which investigation is most appropriate to assess for pancreatic necrosis or local complications?,true,"If pancreatitis is not improving after a few days, a contrast CT can show whether part of the pancreas has died or whether collections have formed.","{""A"": """", ""B"": ""Contrast-enhanced CT is the appropriate investigation after the initial early phase when there is clinical deterioration or failure to improve, as it can assess pancreatic necrosis and collections. Abdominal X-ray is not useful for assessing pancreatic complications. ERCP is indicated for selected patients with cholangitis or persistent biliary obstruction, not simply to assess necrosis. Repeat amylase does not correlate with severity or complications. Ultrasound may identify gallstones or biliary dilatation but is poor for assessing pancreatic necrosis."", ""C"": """", ""D"": """", ""E"": """"}","Correct answer: B - Contrast-enhanced CT abdomen

Contrast-enhanced CT is the appropriate investigation after the initial early phase when there is clinical deterioration or failure to improve, as it can assess pancreatic necrosis and collections. Abdominal X-ray is not useful for assessing pancreatic complications. ERCP is indicated for selected patients with cholangitis or persistent biliary obstruction, not simply to assess necrosis. Repeat amylase does not correlate with severity or complications. Ultrasound may identify gallstones or biliary dilatation but is poor for assessing pancreatic necrosis.

Clinical context: In UK acute pancreatitis pathways, CT is not routinely needed at presentation if the diagnosis is clear, but is used when severe disease or complications are suspected after 48-72 hours.

Guideline anchor: NICE pancreatitis guidance and standard UK surgical/gastroenterology practice

Exam tip: Do not use serial amylase to monitor pancreatitis severity; use contrast CT when complications are suspected.","[{""label"": ""A"", ""text"": ""Abdominal X-ray""}, {""label"": ""B"", ""text"": ""Contrast-enhanced CT abdomen""}, {""label"": ""C"", ""text"": ""Endoscopic retrograde cholangiopancreatography""}, {""label"": ""D"", ""text"": ""Repeat serum amylase""}, {""label"": ""E"", ""text"": ""Transabdominal ultrasound""}]",B,hard,2026-05-11T19:39:12.073885+00:00,2026-05-11T19:39:12.073885+00:00
